,date,flyer,title,body,url
355,Lun 09.11.2020,Frente financiero.,"En jugada clave, Guzmán canjeó deuda por US$ 750 millones para bajar presión cambiaria",,https://www.clarin.com/economia/jugada-clave-guzman-canjeo-deuda-us-750-millones-bajar-presion-cambiaria_0_Z2SNmQGCs.html
356,Lun 09.11.2020,Envía el proyecto al Congreso.,El Gobierno quiere que las jubilaciones no se ajusten por la inflación sino por los salarios y la recaudación,,https://www.clarin.com/economia/gobierno-propone-aumentar-jubilaciones-salarios-recaudacion-quitara-inflacion-referencia_0_WhoZ5-Ku1.html
357,Lun 09.11.2020,La pelea por el Presupuesto.,Colectivos del interior amenazan con suspender servicios si el Gobierno no aumenta los subsidios contemplados en el Presupuesto,,https://www.clarin.com/economia/colectivos-interior-amenazan-suspender-servicios-gobierno-aumenta-subsidios-contemplados-presupuesto_0_f_QdCSO3h.html
358,Lun 09.11.2020,Transferencias 3.0.,"Dura pulseada entre Visa y el Central por el ""Código QR para todos""",,https://www.clarin.com/economia/dura-pulseada-visa-central-codigo-qr-_0_PBxuWB8TJ.html
359,Lun 09.11.2020,El frente financiero.,"Reservas: pese al día de euforia financiera, el Banco Central perdió US$ 206 millones",,https://www.clarin.com/economia/reservas-pese-dia-euforia-financiera-banco-central-perdio-us-206-millones_0_TF8GNEkgj.html
360,Lun 09.11.2020,Para repagar el de Macri.,El Gobierno pedirá al FMI más plazo para devolver el crédito y aceptará apurar el ajuste fiscal,,https://www.clarin.com/economia/gobierno-pedira-fmi-prestamo-4-anos-medio-linea-facilidades-extendidas_0_lYtKICStI.html
361,Lun 09.11.2020,Nuevas medidas.,"El secretario de Energía habló del aumento de las tarifas: ""Será un esquema gradual, con un sistema focalizado de subsidios""",,https://www.clarin.com/economia/secretario-energia-hablo-aumento-tarifas-esquema-gradual-sistema-focalizado-subsidios-_0_ZgXsBorAq.html
362,Lun 09.11.2020,Mercados.,La posible vacuna contra el coronavirus fortaleció el precio de la soja y arrancó la semana con subas,,https://www.clarin.com/rural/posible-vacuna-coronavirus-fortalecio-precio-soja-arranco-semana-subas_0_t56fvOuJA.html
363,Lun 09.11.2020,Agroindustria.,"Con críticas, Vicentin presentó su renuncia como socia de la Bolsa de Comercio de Rosario",,https://www.clarin.com/rural/vicentin-presento-renuncia-socia-bolsa-comercio-rosario_0__snFce26q.html
364,Lun 09.11.2020,Frente financiero.,Guzmán busca que el Congreso apruebe la nueva deuda en dólares con el mercado y con el FMI,,https://www.clarin.com/economia/guzman-busca-congreso-apruebe-nueva-deuda-dolares-mercado-fmi_0_JV2SPr7dw.html
365,Lun 09.11.2020,Reunión por Zoom.,De Narváez le dijo al Gobierno que invertirá US$ 120 millones en Walmart,,https://www.clarin.com/economia/narvaez-dijo-gobierno-invertira-us-120-millones-walmart_0__fmJfW6u9.html
366,Lun 09.11.2020,Mercado cambiario.,"El dólar blue bajó a $ 151, el riesgo país cedió 2% y las acciones argentinas volaron en Wall Street por Biden y la vacuna",,https://www.clarin.com/economia/dolar-blue-sigue-bajando-cae-pesos-negocia-155-riesgo-pais-cede-5-4_0_SWrm_qqzb.html
367,Lun 09.11.2020,Opinión.,"El Congreso, el Plan Gas y el riesgo de firmar cheques en blanco",,https://www.clarin.com/economia/congreso-plan-gas-riesgo-firmar-cheques-blanco_0_825VjNx8r.html
368,Lun 09.11.2020,Datos de ARBA.,"La recaudación bonaerense creció 26,9% en octubre, ocho puntos por debajo de la inflación",,https://www.clarin.com/economia/recaudacion-bonaerense-crecio-26-9-octubre-puntos-debajo-inflacion_0_RqOIkNtF2.html
369,Lun 09.11.2020,Son US$ 7.100 millones.,La provincia de Buenos Aires extiende por novena vez el plazo para cerrar el canje de deuda,,https://www.clarin.com/economia/provincia-buenos-aires-extiende-novena-vez-plazo-cerrar-canje-deuda_0_YPTetwCmd.html
370,Lun 09.11.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este lunes 09 de noviembre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-lunes-09-noviembre_0_b4pn7nVqm.html
371,Lun 09.11.2020,Mercados.,¿Cómo influirán las elecciones en Estados Unidos sobre los precios de los granos?,,https://www.clarin.com/rural/-influiran-elecciones-unidos-precios-granos-_0_-2nG2vEjE.html
372,Lun 09.11.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este lunes 09 de noviembre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-lunes-09-noviembre_0_cGihZ-4mP.html
373,Lun 09.11.2020,"30.000 empresas afectadas, sólo en la Provincia.",Pymes en la pospandemia: historias en primera persona,,https://www.clarin.com/economia/pymes-pospandemia-historias-primera-persona_0_UDd17OZCI.html
374,Lun 09.11.2020,La grieta cambiaria.,"Los insólitos motivos por los cuáles te pagan menos por los dólares ""cara chica""",,https://www.clarin.com/economia/economia/insolitos-motivos-pagan-dolares-cara-chica-_0_lO96pjbfK.html
375,Dom 08.11.2020,Disposición de la AFIP.,Nuevas líneas de créditos blandos para el pago del ATP,,https://www.clarin.com/economia/nuevas-lineas-creditos-blandos-pago-atp_0_L2BoplDIy.html
376,Dom 08.11.2020,Presión cambiaria.,"Licitan deuda en dólares: para analistas, una buena señal aunque insuficiente",,https://www.clarin.com/economia/licitan-deuda-dolares-analistas-buena-senal-insuficiente_0_PUVZiNlcj.html
377,Dom 08.11.2020,Renegociación en marcha.,Comienza misión clave del FMI para definir las metas del nuevo préstamo,,https://www.clarin.com/economia/comienza-mision-clave-fmi-definir-metas-nuevo-prestamo_0_-CanTExNc.html
378,Dom 08.11.2020,Mercados alterados.,"El valor de las empresas en la Argentina, en el nivel más bajo de la década",,https://www.clarin.com/economia/valor-empresas-argentina-nivel-decada_0_GWctZUj8U.html
379,Dom 08.11.2020,Entretelas de la política.,"La reforma judicial la hará la Corte, que gana poder",,https://www.clarin.com/economia/reforma-judicial-hara-corte-gana-poder_0_zCo37QUzM.html
380,Dom 08.11.2020,Mirada Global.,"Trump, Biden y la suba récord de la economía de EE.UU.",,https://www.clarin.com/economia/trump-biden-suba-record-economia-ee-uu-_0_y_0sqxImb.html
381,Dom 08.11.2020,Política salarial.,La pandemia profundizó la caída del salario real,,https://www.clarin.com/economia/pandemia-profundizo-caida-salario-real_0_zhQbTZ1tq.html
382,Dom 08.11.2020,,"Sin un plan económico, no hay solución a un país bimonetario",,https://www.clarin.com/economia/plan-economico-solucion-pais-bimonetario_0_DRAYJt3UI.html
383,Sab 07.11.2020,El color del dinero.,Los tips de Marcos Galperin para los emprendedores que sueñan con un Mercado Libre,,https://www.clarin.com/economia/-depriman-malas-eviten-euforia-buenas-disfruten-camino-tips-marcos-galperin-emprendedores_0_mQmU9bxRB.html
384,Sab 07.11.2020,Escenario.,Por qué Martín Guzmán da economía de CBC al kirchnerismo duro,,https://www.clarin.com/economia/martin-guzman-da-economia-cbc-kirchnerismo-duro_0_U2q-GOkG_.html
385,Sab 07.11.2020,La economía que viene.,"Para controlar el dólar, Martín Guzmán define con el FMI los detalles del ajuste fiscal plurianual",,https://www.clarin.com/economia/controlar-dolar-martin-guzman-define-fmi-detalles-ajuste-fiscal-plurianual_0_-jccvBmj0.html
386,Sab 07.11.2020,Toma el control el lunes.,Cuánto pagó De Narváez por Walmart y qué piensa hacer con la cadena,,https://www.clarin.com/economia/pago-narvaez-walmart-piensa-hacer-cadena_0_SKtY7qHEQ.html
387,Sab 07.11.2020,Biden Presidente.,Mercados optimistas: hasta el CEO de Black Rock apuesta a los emergentes,,https://www.clarin.com/economia/mercados-optimistas-ceo-black-rock-apuesta-emergentes_0_t0UuqFJ3c.html
388,Sab 07.11.2020,Foco Económico.,Qué mirar en la pax del dólar además de si el billete tiene cara chica,,https://www.clarin.com/economia/mirar-pax-dolar-ademas-billete-cara-chica_0_g_isKM6d_.html
389,Sab 07.11.2020,Minería.,Proyectan que este año las exportaciones mineras caerían 25%,,https://www.clarin.com/economia/proyectan-ano-exportaciones-mineras-caerian-25-_0_0lnl867bL.html
390,Sab 07.11.2020,Informe sectorial.,Dos tercios de las estaciones de servicio dicen estar en riesgo de cerrar,,https://www.clarin.com/economia/tercios-estaciones-servicio-dicen-riesgo-cerrar_0_GnP83jZ6y.html
391,Sab 07.11.2020,Búsqueda de trabajo.,Empleo: cuáles son las carreras con más (y menos) salida laboral,,https://www.clarin.com/economia/empleo-carreras-salida-laboral_0_03OeoAy28.html
392,Vie 06.11.2020,Desde el martes próximo.,Vuelve la misión del FMI y la negociación se centrará en el plan plurianual de Guzmán,,https://www.clarin.com/economia/vuelve-mision-fmi-negociacion-centrara-plan-plurianual-guzman_0_cq3saV9vM.html
393,Vie 06.11.2020,Informe.,Afirman que los tambos y los supermercados pierden plata con la leche,,https://www.clarin.com/rural/afirman-tambos-supermercados-pierden-plata-leche_0_QunUF_Exh.html
394,Vie 06.11.2020,Historia.,"Francisco De Narváez, nuevo dueño de Walmart: qué negocios tiene hoy el ex diputado",,https://www.clarin.com/economia/francisco-narvaez-nuevo-dueno-walmart-negocios-hoy-ex-diputado_0_iA0knDiuK.html
395,Vie 06.11.2020,Informe.,El kilo de trigo vale 15 y el pan se paga 107: cómo es la formación de precios a lo largo de todo el proceso,,https://www.clarin.com/rural/trigo-vale-15-pan-paga-107-formacion-precios-largo-proceso_0_rwKwdcdvL.html
396,Vie 06.11.2020,Cambios en el comercio.,Francisco De Narváez gana la pelea y cierra la compra de Walmart en Argentina,,https://www.clarin.com/economia/coto-narvaez-firmes-candidatos-comprar-walmart_0_Deg_DQK_U.html
397,Vie 06.11.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este viernes 06 de noviembre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-viernes-06-noviembre_0_lYlbudP6U.html
398,Vie 06.11.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este viernes 06 de noviembre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-viernes-06-noviembre_0_mB8OOrNA0.html
399,Vie 06.11.2020,Mercado inmobiliario.,"En octubre, el precio de los inmuebles en el AMBA cayó 6% interanual",,https://www.clarin.com/economia/octubre-precio-inmuebles-amba-cayo-6-interanual_0_pjipu_R6F.html
400,Vie 06.11.2020,Dólares en el Banco Central.,"Con las reservas de dólares en un nivel crítico, el Gobierno apuesta a la pax cambiaria y a recomponer la confianza",,https://www.clarin.com/economia/reservas-dolares-nivel-critico-gobierno-apuesta-pax-cambiaria-recomponer-confianza_0_mskc20S4o.html
401,Vie 06.11.2020,Medicina privada.,"Tras el aumento, la cuota de una prepaga de segmento medio alto arrancará en los $17.000 por grupo familiar",,https://www.clarin.com/economia/aumento--cuota-prepaga-segmento-medio-alto-arrancara-17000-grupo-familiar_0_63T_lnEtG.html
402,Vie 06.11.2020,Mercado cambiario.,"Dólar ""cara chica"": ¿todos los billetes siguen siendo válidos?",,https://www.clarin.com/economia/economia/dolar-cara-chica-billetes-siguen-validos-_0_I9Ucb6DK1.html
403,Jue 05.11.2020,Expectativas de mercado.,"Para los privados la inflación de octubre será de 3,2% y en el año calculan 35,8%",,https://www.clarin.com/economia/privados-inflacion-octubre-3-2-ano-calculan-35-8-_0_ivwGMp0ZE.html
404,Jue 05.11.2020,Política energética.,Techint participará del nuevo plan gas del gobierno: le facilitan exportaciones,,https://www.clarin.com/economia/techint-participara-nuevo-plan-gas-gobierno-facilitan-exportaciones_0_99MgGQW5g.html
405,Jue 05.11.2020,La situación social.,"Sin pausa, el deterioro de las condiciones de vida golpea a cada vez más familias",,https://www.clarin.com/economia/pausa-deterioro-condiciones-vida-golpea-vez-familias_0_5Z7ncgShF.html
406,Jue 05.11.2020,Presión en los precios.,Los bancos podrán subir las comisiones y los cajeros de otras entidades dejarán de ser gratuitos,,https://www.clarin.com/economia/bancos-podran-subir-comisiones-cobran-cuentas-tarjetas_0_YYmv-zozu.html
407,Jue 05.11.2020,Mercados.,El precio de la soja superó los 400 dólares y volvió a cerrar en los valores más altos en cuatro años,,https://www.clarin.com/rural/precio-soja-supero-400-dolares-volvio-cerrar-valores-altos-anos_0_c21dr0LI_.html
408,Jue 05.11.2020,Datos del Indec.,"En septiembre, la producción industrial avanzó 3,4 por ciento y quebró ocho meses de caídas consecutivas",,https://www.clarin.com/economia/septiembre-produccion-industrial-avanzo-3-4-ciento_0_bhqB54GKV.html
409,Jue 05.11.2020,Pelea por el salario.,Paritarias 2020: la UOCRA cerró una suba salarial del 33% remunerativo,,https://www.clarin.com/economia/paritarias-2020-uocra-cerro-suba-salarial-33-remunerativo_0_g5MUm4V6p.html
410,Jue 05.11.2020,Día del bancario.,Sin bancos el viernes: qué operaciones se podrán hacer y cuáles no,,https://www.clarin.com/economia/bancos-viernes-operaciones-podran-hacer_0_Tpv72LILd.html
411,Jue 05.11.2020,Cesanteó a 50 personas.,"Se va de la Argentina la empresa española Acciona, que operaba en El Palomar",,https://www.clarin.com/economia/va-argentina-empresa-espanola-acciona-operaba-palomar_0_q68BR4GJs.html
412,Jue 05.11.2020,Tras el canje de deuda.,"Para BlackRock, pasará mucho tiempo para que vuelva a haber inversión en la Argentina",,https://www.clarin.com/economia/blackrock-va-llevar-tiempo-vuelva-inversion-argentina_0__-mKbvw7r.html
413,Jue 05.11.2020,Mercado cambiario.,El dólar blue enlazó su novena baja consecutiva: cedió 4 pesos y ya cotiza a $ 157,,https://www.clarin.com/economia/dolar-blue-va-octava-baja-consecutiva-cotiza-160_0_jpyyHQXkI.html
414,Jue 05.11.2020,Consejos.,Tips del home office: cómo hacer que el jefe nos tenga en cuenta trabajando desde casa,,https://www.clarin.com/economia/tips-home-office-hacer-jefe-cuenta-trabajando-casa_0_epO4hpdNx.html
415,Jue 05.11.2020,Mercados.,El precio de la soja sube por tercera jornada consecutiva y vuelve a romper la barrera de los 400 dólares en Chicago,,https://www.clarin.com/rural/precio-soja-sube-tercera-jornada-consecutiva-vuelve-romper-barrera-400-dolares-chicago_0_g0eCwjOyt.html
416,Jue 05.11.2020,Datos oficiales.,"Tarifas de luz, gas y transporte: ¿cuánto pagamos nosotros y cuánto cubre el Estado?",,https://www.clarin.com/economia/tarifas-luz-gas-transporte-pagamos-cubre-_0_WCvAlFMWg.html
417,Jue 05.11.2020,La situación económica.,"Tras la baja de los dólares alternativos, Martín Guzmán apuesta a ""una estabilidad de 60 a 90 días""",,https://www.clarin.com/economia/baja-dolares-alternativos-martin-guzman-apuesta-estabilidad-60-90-dias-_0_nrCXH5OqT.html
418,Jue 05.11.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este jueves 05 de noviembre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-jueves-05-noviembre_0_2OGrZYEq0.html
419,Jue 05.11.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este jueves 05 de noviembre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-jueves-05-noviembre_0_9DXPg6WoV.html
420,Jue 05.11.2020,Vegan Nature.,"En el país del asado, se multiplican las ventas de comida a base de plantas",,https://www.clarin.com/economia/pais-asado--multiplican-ventas-comida-base-plantas_0_zCtDi7mU3.html
421,Jue 05.11.2020,Tensión cambiaria.,"Por la escalada del dólar, los plazos fijos en pesos retrocedieron 5% en octubre",,https://www.clarin.com/economia/escalada-dolar-plazos-fijos-pesos-retrocedieron-5-octubre_0_4ivjnvtKB.html
422,Jue 05.11.2020,Relevamiento de la CAC.,Efecto cuarentena: casi se cuadruplicó la cantidad de locales comerciales disponibles,,https://www.clarin.com/economia/efecto-cuarentena-cuadruplico-cantidad-locales-comerciales-disponibles_0__lrTBj12i.html
423,Mie 04.11.2020,Mercado laboral.,Los empresarios en alerta por posibles trabas en los contratos de trabajo,,https://www.clarin.com/economia/empresarios-alerta-posibles-trabas-contratos-trabajo_0_UiG_qHLNo.html
424,Mie 04.11.2020,Comercio electrónico en plena pandemia.,Mercado Libre vuelve a sorprender: ganancias millonarias y ya es la empresa más valiosa de América latina,,https://www.clarin.com/economia/mercado-libre-vuelve-sorprender-ganancias-millonarias-empresa-valiosa-america-latina_0_6UKyIRKUT.html
425,Mie 04.11.2020,Agricultura.,El Gobierno se reunió otra vez con el Consejo Agroindustrial: Guzmán le puso fecha al proyecto de ley para aumentar exportaciones,,https://www.clarin.com/rural/reunion-consejo-agroindustrial-guzman-puso-fecha-proyecto-ley-aumentar-exportaciones_0_T3uoXRD-C.html
426,Mie 04.11.2020,Comercio exterior.,El aumento de la brecha cambiaria ya se hace sentir y complica más la relación comercial con Brasil,,https://www.clarin.com/economia/aumento-brecha-cambiaria-hace-sentir-complica-relacion-comercial-brasil_0_y8LLBzgF5.html
427,Mie 04.11.2020,Deuda ley local.,"Guzmán reabre el canje para los US$ 244,6 millones que quedaron sin reestructurar",,https://www.clarin.com/economia/guzman-reabre-canje-us-244-6-millones-quedaron-reestructurar_0_W0T-YXSOK.html
428,Mie 04.11.2020,A 15 años de su debut.,Pampa energía volvió a tocar la campana en Wall Street,,https://www.clarin.com/economia/pampa-energia-volvio-tocar-campana-wall-street_0_Xcy0YJTxp.html
429,Mie 04.11.2020,El destino del gigante agroindustrial.,Protesta de acreedores de Vicentin: buscan evitar que pesifique y licue las deudas,,https://www.clarin.com/economia/protesta-acreedores-vicentin-buscan-evitar-pesifique-licue-deudas_0_SzoWS-59q.html
